Complaint ID,Complaint Text,Category
CMP01684,My credit card application was rejected without any reason.,Account Issue
CMP01685,The interest rate applied to my loan is incorrect.,Billing Error
CMP01686,My debit card was blocked without notification.,Account Issue
CMP01687,Haven't received my refund after 30 days of waiting.,Billing Error
CMP01688,The interest rate applied to my loan is incorrect.,Loan Issue
CMP01689,Loan approval is delayed despite submitting all required documents.,Loan Issue
CMP01690,Unauthorized withdrawals from my savings account.,Technical Issue
CMP01691,I was charged twice for the same transaction.,Loan Issue
CMP01692,My credit card application was rejected without any reason.,Fraud
CMP01693,My debit card was blocked without notification.,Loan Issue
CMP01694,Haven't received my refund after 30 days of waiting.,Technical Issue
CMP01695,I was charged twice for the same transaction.,Billing Error
CMP01696,The system keeps showing an error when I try to make a payment.,Fraud
CMP01697,I was charged twice for the same transaction.,Billing Error
CMP01698,My credit card application was rejected without any reason.,Account Issue
CMP01699,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP01700,"I need to change my mailing address, but your online form isn't working.",Fraud
CMP01701,"I need to change my mailing address, but your online form isn't working.",Loan Issue
CMP01702,My credit card application was rejected without any reason.,Account Issue
CMP01703,Haven't received my refund after 30 days of waiting.,Billing Error
CMP01704,Haven't received my refund after 30 days of waiting.,Billing Error
CMP01705,Unauthorized withdrawals from my savings account.,Billing Error
CMP01706,"I need to change my mailing address, but your online form isn't working.",Technical Issue
CMP01707,Haven't received my refund after 30 days of waiting.,Billing Error
CMP01708,Unauthorized withdrawals from my savings account.,Fraud
CMP01709,"I need to change my mailing address, but your online form isn't working.",Technical Issue
CMP01710,Haven't received my refund after 30 days of waiting.,Account Issue
CMP01711,My debit card was blocked without notification.,Technical Issue
CMP01712,Suspicious transactions appeared on my credit card statement.,Fraud
CMP01713,Unauthorized withdrawals from my savings account.,Technical Issue
CMP01714,Haven't received my refund after 30 days of waiting.,Billing Error
CMP01715,"I need to change my mailing address, but your online form isn't working.",Billing Error
CMP01716,My credit card application was rejected without any reason.,Account Issue
CMP01717,Suspicious transactions appeared on my credit card statement.,Fraud
CMP01718,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP01719,My credit card application was rejected without any reason.,Technical Issue
CMP01720,Unauthorized withdrawals from my savings account.,Loan Issue
CMP01721,The interest rate applied to my loan is incorrect.,Account Issue
CMP01722,The system keeps showing an error when I try to make a payment.,Loan Issue
CMP01723,Loan approval is delayed despite submitting all required documents.,Billing Error
CMP01724,Suspicious transactions appeared on my credit card statement.,Account Issue
CMP01725,"I need to change my mailing address, but your online form isn't working.",Billing Error
CMP01726,Suspicious transactions appeared on my credit card statement.,Billing Error
CMP01727,Haven't received my refund after 30 days of waiting.,Fraud
CMP01728,Loan approval is delayed despite submitting all required documents.,Fraud
CMP01729,The interest rate applied to my loan is incorrect.,Billing Error
CMP01730,Unauthorized withdrawals from my savings account.,Fraud
CMP01731,Haven't received my refund after 30 days of waiting.,Loan Issue
CMP01732,Loan approval is delayed despite submitting all required documents.,Technical Issue
CMP01733,The interest rate applied to my loan is incorrect.,Account Issue
CMP01734,My credit card application was rejected without any reason.,Loan Issue
CMP01735,The system keeps showing an error when I try to make a payment.,Fraud
CMP01736,"I need to change my mailing address, but your online form isn't working.",Billing Error
CMP01737,My credit card application was rejected without any reason.,Account Issue
CMP01738,I was charged twice for the same transaction.,Fraud
CMP01739,Unauthorized withdrawals from my savings account.,Loan Issue
CMP01740,Loan approval is delayed despite submitting all required documents.,Technical Issue
CMP01741,Haven't received my refund after 30 days of waiting.,Fraud
CMP01742,My credit card application was rejected without any reason.,Billing Error
CMP01743,Haven't received my refund after 30 days of waiting.,Loan Issue
CMP01744,My debit card was blocked without notification.,Technical Issue
CMP01745,Loan approval is delayed despite submitting all required documents.,Loan Issue
CMP01746,The interest rate applied to my loan is incorrect.,Loan Issue
CMP01747,The system keeps showing an error when I try to make a payment.,Technical Issue
CMP01748,My credit card application was rejected without any reason.,Loan Issue
CMP01749,The interest rate applied to my loan is incorrect.,Fraud
CMP01750,My credit card application was rejected without any reason.,Loan Issue
CMP01751,My debit card was blocked without notification.,Technical Issue
CMP01752,Haven't received my refund after 30 days of waiting.,Fraud
CMP01753,"I need to change my mailing address, but your online form isn't working.",Account Issue
CMP01754,My credit card application was rejected without any reason.,Account Issue
CMP01755,I was charged twice for the same transaction.,Loan Issue
CMP01756,The system keeps showing an error when I try to make a payment.,Technical Issue
CMP01757,The system keeps showing an error when I try to make a payment.,Account Issue
CMP01758,My debit card was blocked without notification.,Technical Issue
CMP01759,The interest rate applied to my loan is incorrect.,Loan Issue
CMP01760,My debit card was blocked without notification.,Fraud
CMP01761,"I need to change my mailing address, but your online form isn't working.",Loan Issue
CMP01762,My debit card was blocked without notification.,Billing Error
CMP01763,Loan approval is delayed despite submitting all required documents.,Billing Error
CMP01764,The interest rate applied to my loan is incorrect.,Billing Error
CMP01765,My debit card was blocked without notification.,Billing Error
CMP01766,The system keeps showing an error when I try to make a payment.,Technical Issue
CMP01767,"I need to change my mailing address, but your online form isn't working.",Fraud
CMP01768,Unauthorized withdrawals from my savings account.,Technical Issue
CMP01769,The system keeps showing an error when I try to make a payment.,Account Issue
CMP01770,"I need to change my mailing address, but your online form isn't working.",Loan Issue
CMP01771,Loan approval is delayed despite submitting all required documents.,Technical Issue
CMP01772,Unauthorized withdrawals from my savings account.,Technical Issue
CMP01773,My credit card application was rejected without any reason.,Billing Error
CMP01774,The system keeps showing an error when I try to make a payment.,Account Issue
CMP01775,I was charged twice for the same transaction.,Fraud
CMP01776,Suspicious transactions appeared on my credit card statement.,Loan Issue
CMP01777,"I need to change my mailing address, but your online form isn't working.",Account Issue
CMP01778,My debit card was blocked without notification.,Loan Issue
